"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"390","natural history","Natural history",NA,NA,NA,"Concept",2,2
"391","Brucella sp.","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"392","marine mammals","Host","Host","Host","Host","Host",5,1
"393","pinnipeds","Host","Host","Host","Host","Host",5,1
"394","cetaceans","Host","Host","Host","Host","Host",5,1
"395","harbor seals","Host","Host","Host","Host","Host",5,1
"396","Phoca vitulina","Host","Host","Host","Host","Host",5,1
"397","harp seals","Host","Host","Host","Host","Host",5,1
"398","Phoca groenlandica","Host","Host","Host","Host","Host",5,1
"399","southern New England","Geographical region",NA,"Region","Geographic location",NA,3,3
"400","Rhode Island","Location","Geographic Location","US State","Location","Location",5,3
"401","brucellosis","Disease",NA,NA,NA,NA,1,1
"402","brucellosis card test","Test","Test",NA,"Diagnostic test","Test",4,2
"403","buffered acidified plate antigen test","Test","Test","Test","Diagnostic test","Test",5,2
"404","rivanol test","Test",NA,"Test","Diagnostic test","Test",4,2
"405","lymphoid tissues","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"406","visceral tissues","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"407","axillary lymph nodes","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"408","inguinal lymph nodes","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"409","prescapular lymph nodes","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"410","1985-2000","Time period",NA,NA,NA,NA,1,1
"411","1998-2000","Duration",NA,NA,NA,NA,1,1
"412","119","Number",NA,"Number of individuals that died",NA,"Unknown",3,3
"413","21","Number","Number of individuals that died","Number","Number","Unknown",5,3
"414","14%","Percentage","Proportion","Proportion of individuals that died","Proportion","Proportion of individuals that died",5,3
"415","Mycobacterium avium subsp. paratuberculosis","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"416","Brown bears","Host",NA,NA,NA,NA,1,1
"417","Ursus arctos","Host","Host","Host","Host","Host",5,1
"418","Paratuberculosis","Disease",NA,NA,NA,NA,1,1
"419","National Park Low Tatras","Location","Geographical Location","Protected Area","Geographic location","Location",5,4
"420","Central European Carpathians","Geographical location",NA,NA,NA,NA,1,1
"421","Slovakia","Country","Country","Country","Location","Country",5,2
"422","Tissue samples","Sample type",NA,NA,NA,NA,1,1
"423","Microscopy","Diagnostic method",NA,NA,NA,NA,1,1
"424","Culture","Microbial culture",NA,"Microbial","Microbiological",NA,3,3
"425","Acid-fast rods","Bacteria",NA,NA,NA,NA,1,1
"426","Ziehl-Neelsen staining","Diagnostic method","Diagnostic technique","Diagnostic test","Diagnostic technique","Diagnostic technique",5,3
"427","Kidney","Organ",NA,NA,NA,NA,1,1
"428","Intestinal mucosa","Anatomical location",NA,NA,NA,NA,1,1
"429","Polymerase chain reaction","Technique",NA,"Diagnostic technique",NA,NA,2,2
"430","IS900","Genetic element","Strain","Insertion Sequence","Genetic Element","Genetic element",5,4
"431","RFLP analysis","Molecular biology technique",NA,NA,NA,NA,1,1
"432","RFLP type B-C1","RFLP type","Genotype","Restriction Fragment Length Polymorphism","Genotype","Genotype",5,3
"433","Cattle","Host",NA,NA,"Host",NA,2,1
"434","Salmonella","Pathogen",NA,NA,NA,"Pathogen",2,1
"435","Salmonella enterica","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"436","San Miguel Island","Geographical region","Location","Island","Geographic location","Location",5,4
"437","San Nicolas Island","Geographical location","Geographic Location","Geographic Location","Geographic location","Location",5,4
"438","Puget Sound","Undefined","Geographic Location","Body of water","Ecosystem","Geographical location",5,5
"439","Papio anubis","Host",NA,NA,NA,NA,1,1
"440","baboon","Host","Host",NA,"Host","Host",4,1
"441","Cercopithecus aethiops","Host",NA,NA,NA,NA,1,1
"442","vervet","Common name","Host",NA,"Host","Common name",4,2
"443","Ethiopia","Location","Country","Country","Location","Country",5,2
"444","Rift Valley","Disease","Geographic Location","Geographic feature","Geographic location","Geographical location",5,5
"445","Trichuris sp.","Pathogen","Pathogen","Nematode","Pathogen","Parasite",5,3
"446","Strongyloides sp.","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"447","Trichostrongylus sp.","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"448","Oesophagostomum sp.","Pathogen","Parasite","Nematode","Pathogen","Parasite",5,3
"449","Schistosoma mansoni","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"450","Entamoeba coli","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"451","Entamoeba histolytica/dispar","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"452","Blastocystis hominis","Pathogen","Pathogen","Pathogen","Pathogen","Parasite",5,2
"453","Cyclospora sp.","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"454","Cryptosporidium sp.","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"455","modified Ziehl-Neelsen method","Staining technique",NA,NA,NA,"Diagnostic method",2,2
"456","formalin-ether concentration","Method",NA,NA,NA,"Laboratory method",2,2
"457","faecal samples","Sample type","Biological sample",NA,NA,"Sample type",3,2
"458","59","Undefined",NA,NA,NA,"Number",2,2
"459","27.1%","Prevalence",NA,NA,NA,"Prevalence",2,1
"460","37.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"461","8.5%","Prevalence",NA,NA,NA,"Prevalence",2,1
"462","10.2%","Prevalence",NA,NA,NA,"Prevalence",2,1
"463","20.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"464","83.1%","Prevalence",NA,NA,NA,"Prevalence",2,1
"465","16.9%","Prevalence",NA,NA,NA,"Prevalence",2,1
"466","3.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"467","13.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"468","11.9%","Prevalence",NA,NA,NA,"Prevalence",2,1
"469","36.6%","Prevalence",NA,NA,NA,"Prevalence",2,1
"470","4.9%","Prevalence",NA,NA,NA,"Prevalence",2,1
"471","61.0%","Prevalence",NA,NA,NA,"Prevalence",2,1
"472","24.4%","Prevalence",NA,NA,NA,"Prevalence",2,1
"473","34.2%","Prevalence",NA,NA,NA,"Prevalence",2,1
"474","22.0%","Prevalence",NA,NA,NA,"Prevalence",2,1
"475","long-tailed macaques","Host","Host",NA,NA,"Host",3,1
"476","Macaca fascicularis","Host","Host","Species","Host","Host",5,2
"477","Opisthorchis viverrini","Pathogen","Pathogen","Helminth","Pathogen","Parasite",5,3
"478","Strongyloides stercoralis","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"479","forest parks","Habitat","Ecosystem",NA,NA,"Environmental setting",3,3
"480","north-eastern Thailand","Geographical region","Geographic Location",NA,NA,"Geographical location",3,3
"481","foraging behaviour","Behaviour",NA,NA,NA,"Behaviour",2,1
"482","parasite community","Parasite community",NA,NA,NA,"Community",2,2
"483","habitat modification","Environmental factor",NA,NA,NA,NA,1,1
"484","helminth parasite associations","Undefined",NA,NA,NA,"Parasite association",2,2
"485","anthropogenically modified environments","Environment type",NA,NA,NA,"Environmental factor",2,2
"486","natural environments","Environment",NA,NA,NA,"Environment",2,1
"487","human-provided food","Food source","Food source",NA,NA,"Food source",3,1
"488","Strongyloides fuelleborni","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"489","Haplorchis sp.","Pathogen","Pathogen","Pathogen","Pathogen","Parasite",5,2
"490","prevalences","Measurement",NA,NA,NA,NA,1,1
"491","intensities","Measurement",NA,NA,NA,NA,1,1
"492","time foraging on the ground","Measurement",NA,NA,NA,NA,1,1
"493","human alteration of habitat","Environmental factor",NA,NA,NA,NA,1,1
"494","zoonotic helminth infection","Disease","Disease",NA,NA,"Disease",3,1
"495","one week","Duration",NA,NA,NA,NA,1,1
"496","human contact","Transmission route",NA,NA,NA,NA,1,1
"497","Parasites","Pathogen",NA,"Ectoparasite","Pathogen","Pathogen",4,2
"498","black howler monkeys","Host","Host","Host",NA,NA,3,1
"499","Alouatta pigra","Host","Host","Host","Host","Species",5,2
"500","Belize","Location","Country","Country","Location","Country",5,2
"501","Mexico","Location","Geographic Location","Country","Location","Location",5,3
"502","283 fecal samples","Number of samples",NA,NA,NA,NA,1,1
"503","50","Number of individuals","Number of individuals infected","Number of individuals that died","Number of individuals","Number of individuals infected",5,3
"504","Controrchis biliophilus","Pathogen","Pathogen","Helminth","Parasite","Pathogen",5,3
"505","Dicrocoeliidae","Family","Family",NA,"Family","Family",4,1
"506","Trypanoxyuris minutus","Pathogen","Parasite","Nematode","Parasite","Parasite",5,3
"507","Oxyuridae","Family","Family",NA,"Family","Family",4,1
"508","Giardia sp.","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"509","Hexamitidae","Family","Family",NA,"Family","Family",4,1
"510","Entamoeba sp.","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"511","Endamoebidae","Family","Family",NA,"Family","Family",4,1
"512","quantitative centrifugation concentration techniques","Technique",NA,"Process","Laboratory technique",NA,3,3
"513","sugar","Risk factor","Nutrient","Nutrient","Nutrient","Substance",5,3
"514","zinc sulfate","Undefined","Chemical","Antimicrobial agent","Chemical compound","Substance",5,5
"515","bright-field microscopy","Technique","Technique","Process","Diagnostic technique","Method",5,4
"516","phase microscopy","Technique","Technique","Process","Laboratory technique","Method",5,4
"517","antigen capture enzyme-linked immunosorbent assays (ELISAs)","Technique",NA,NA,NA,NA,1,1
"518","wet season","Environmental factor","Environmental Factor","Environmental phenomenon","Environmental factor","Environmental factor",5,3
"519","dry season","Seasonal factor","Environmental Factor","Environmental phenomenon","Environmental factor","Environmental factor",5,4
"520","40%","Prevalence","Proportion",NA,NA,"Proportion of individuals that died",3,3
"521","Giardia duodenalis","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"522","Assemblages A and B","Undefined","Undefined","Ecological community","Ecological community",NA,4,2
"523","human settlements","Environmental factor","Environment","Anthropogenic habitat","Habitat","Environmental factor",5,4
"524","people","Host","Host","Host","Host","Host",5,1
"525","domestic animals","Host","Host","Host","Host","Host",5,1
"526","howler monkey","Host","Host",NA,NA,"Host",3,1
"527","Ateles geoffroyi","hosts","Host","Host","Host","Host",5,2
"528","spider monkey","Common name","Animal",NA,NA,"Host",3,3
"529","Controrchis sp.","Pathogen","Pathogen","Helminth","Parasite","Pathogen",5,3
"530","Trypanoxyuris sp.","Pathogen","Parasite","Nematode","Pathogen","Parasite",5,3
"531","Costa Rica","Location","Country","Country","Location","Location",5,2
"532","tropical dry forest","Ecosystem","Ecosystem",NA,"Ecosystem","Ecosystem",4,1
"533","intestinal parasites","Pathogen","Pathogen",NA,NA,"Pathogen",3,1
"534","species richness","Measurement",NA,NA,"Ecological metric","Measurement",3,2
"535","conservation strategies","Conservation",NA,NA,"Intervention","Management Practice",3,3
"536","protected areas","Undefined",NA,NA,"Habitat","Environmental context",3,3
"537","reproductive status","Host trait",NA,NA,"Host trait","Property",3,2
"538","social status","Host trait",NA,NA,"Host trait","Property",3,2
"539","host population density","Measurement",NA,NA,"Host trait","Property",3,3
"540","humidity","Environmental factor",NA,NA,"Environmental factor","Property",3,2
"541","rainfall","Environmental factor","Environmental Factor","Environmental factor","Environmental Factor","Environmental factor",5,2
"542","ranging behavior","Behavioral factor","Animal behavior","Behavior","Behavioral trait","Behavior",5,4
"543","body condition","Undefined","Phenotypic trait","Host characteristic","Symptom","Property",5,5
"544","host","Host","Entity",NA,"Organism","Host",4,3
"545","chacma baboons","Host","Host","Host","Host","Common name",5,2
"546","Papio ursinus","Host","Host","Host","Host","Host",5,1
"547","gastrointestinal parasites","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"548","parasite richness","Biodiversity measure",NA,"Ecological metric","Ecological metric","Ecological metric",4,2
"549","temperature","Environmental factor","Environmental Factor","Environmental factor","Environmental factor","Environmental factor",5,2
"550","home range productivity","Habitat productivity","Ecological Concept","Ecological metric","Ecological concept","Ecological parameter",5,5
"551","social rank","Undefined","Socioeconomic Factor","Host characteristic","Ecological attribute","Property",5,5
"552","day range","Duration","Duration",NA,NA,"Duration",3,1
"553","dry seasons","Environmental factor",NA,"Environmental phenomenon","Environmental factor","Environmental factor",4,2
"554","desert population","Population","Population",NA,"Host","Ecosystem",4,3
"555","mixed models","Statistical method",NA,"Statistical model",NA,"Statistical method",3,2
"556","Phocascaris cystophorae Berland, 1964","Pathogen",NA,NA,NA,"Parasite",2,2
"557","Nematoda: Anisakidae","Pathogen",NA,NA,NA,NA,1,1
"558","hooded seal Cystophora cristata","Host",NA,NA,NA,NA,1,1
"559","Scanning electron microscopy","Undefined","Laboratory technique","Microscopy technique","Laboratory technique","Technique",5,4
"560","surface morphological characteristics","Surface structure",NA,NA,NA,"Characteristic",2,2
"561","excretory pore","Anatomical structure","Anatomical Structure",NA,"Anatomical structure","Structure",4,3
"562","interlabia knobs","Anatomical structure","Anatomical Feature",NA,"Anatomical feature","Anatomical feature",4,3
"563","lips and adjacent structures","Anatomical structure",NA,NA,NA,"Anatomical structure",2,1
"564","caudal papillae and papilla-like structures","Anatomical structure",NA,NA,NA,NA,1,1
"565","Contracaecum osculatum (sensu lato)","Pathogen",NA,NA,NA,"Parasite",2,2
"566","phocid seals","Undefined","Host",NA,"Host","Host",4,2
"567","eastern spotted skunk","Host",NA,"Host",NA,"Host",3,1
"568","Spilogale putorius","Host","Host","Species","Host","Host",5,2
"569","nematodes","Pathogen","Parasite","Parasite","Pathogen","Pathogen",5,2
"570","protozoa","Pathogen","Pathogen",NA,"Pathogen","Pathogen",4,1
"571","western Arkansas","Geographical region","Geographic Location","Region","Location",NA,4,4
"572","west-central Arkansas","Location","Geographic Location",NA,NA,"Geographical location",3,3
"573","March 2005","Date","Date","Time period","Date","Time",5,3
"574","January 2007","Undefined","Date","Time period","Date","Time",5,4
"575","29","Number of individuals that died","Undefined","Number of individuals that died","Number of individuals",NA,4,3
"576","4.1","Undefined","Undefined",NA,"Number","Strain",4,3
"577","+/-2.1","Undefined",NA,NA,NA,NA,1,1
"578","feces","Source","Waste product","Waste","Specimen","Sample",5,5
"579","endoparasite community","Community",NA,NA,"Ecological community",NA,2,2
"580","ecology of the species","Ecology",NA,NA,NA,NA,1,1
"581","survey","Undefined",NA,NA,"Study design",NA,2,2
"582","chamois","hosts","Host","Host","Host","Host",5,2
"583","Rupicapra rupicapra rupicapra","Host","Host","Species","Host","Host",5,2
"584","gastrointestinal helminths","Pathogen","Parasite",NA,"Pathogen","Pathogen",4,2
"585","lung helminths","Pathogen","Parasite",NA,"Pathogen","Pathogen",4,2
"586","lungworm larvae","Pathogen","Parasite",NA,"Pathogen","Measurement",4,3
"587","gastrointestinal eggs","Parasite","Parasite",NA,"Parasite","Measurement",4,2
"588","steroid hormones","Biological factor",NA,NA,NA,NA,1,1
"589","androgen","Hormone","Hormone",NA,NA,"Chemical",3,2
