"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"398","Reading","Pathogen","Serotype","Serotype","Serotype","Serotype",5,2
"399","Saint Paul","Pathogen","Serotype","Serotype","Serotype","Serotype",5,2
"400","zoonotic potential","Property",NA,NA,NA,NA,1,1
"401","baboon","Common name","Common name",NA,"Common name","Common name",4,1
"402","vervet","Common name","Common name",NA,"Common name","Common name",4,1
"403","Ethiopia","Location","Location","Location",NA,"Location",4,1
"404","Rift Valley areas","Location",NA,NA,NA,NA,1,1
"405","faecal samples","Sample",NA,NA,NA,"Sample type",2,2
"406","Trichuris sp.","Pathogen",NA,NA,NA,"Pathogen",2,1
"407","Trichostrongylus sp.","Pathogen",NA,"Pathogen",NA,"Pathogen",3,1
"408","Oesophagostomum sp.","Pathogen",NA,"Pathogen",NA,"Pathogen",3,1
"409","Schistosoma mansoni","Pathogen",NA,"Pathogen",NA,"Pathogen",3,1
"410","Entamoeba coli","Pathogen",NA,"Pathogen",NA,"Pathogen",3,1
"411","Entamoeba histolytica/dispar","Pathogen",NA,"Pathogen",NA,"Pathogen",3,1
"412","Blastocystis hominis","Pathogen",NA,"Pathogen",NA,"Pathogen",3,1
"413","Cyclospora sp.","Pathogen",NA,"Pathogen",NA,"Pathogen",3,1
"414","Cryptosporidium sp.","Pathogen",NA,"Pathogen",NA,"Pathogen",3,1
"415","microscopic examination","Method",NA,NA,NA,"Process",2,2
"416","modified Ziehl-Neelsen method","Method",NA,NA,NA,"Method",2,1
"417","formalin-ether concentration","Method",NA,NA,NA,"Method",2,1
"418","ova","Parasite stage","Pathogen stage",NA,NA,"Pathogen stage",3,2
"419","larvae","Parasite stage","Pathogen stage",NA,NA,"Pathogen stage",3,2
"420","cysts","Parasite stage",NA,NA,NA,NA,1,1
"421","oocyst","Parasite stage","Pathogen stage",NA,NA,"Pathogen stage",3,2
"422","Zoonotic disease","Disease",NA,NA,NA,NA,1,1
"423","27.1%","Prevalence",NA,NA,NA,"Prevalence",2,1
"424","37.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"425","8.5%","Prevalence",NA,NA,NA,"Prevalence",2,1
"426","10.2%","Prevalence",NA,NA,NA,"Prevalence",2,1
"427","20.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"428","83.1%","Prevalence",NA,NA,NA,"Prevalence",2,1
"429","16.9%","Prevalence",NA,NA,NA,"Prevalence",2,1
"430","3.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"431","13.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"432","36.6%","Prevalence",NA,NA,NA,"Prevalence",2,1
"433","4.9%","Prevalence",NA,NA,NA,"Prevalence",2,1
"434","61.0%","Prevalence",NA,NA,NA,"Prevalence",2,1
"435","24.4%","Prevalence",NA,NA,NA,"Prevalence",2,1
"436","34.2%","Prevalence",NA,NA,NA,"Prevalence",2,1
"437","22.0%","Prevalence",NA,NA,NA,"Prevalence",2,1
"438","29.3%","Prevalence",NA,NA,NA,"Prevalence",2,1
"439","long-tailed macaques","Host","Common name",NA,NA,"Common name",3,2
"440","Macaca fascicularis","Host","Host","Scientific name","Host","Host",5,2
"441","humans","Host","Host","Host","Host",NA,4,1
"442","Opisthorchis viverrini","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"443","Strongyloides stercoralis","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"444","Strongyloides fuelleborni","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"445","intestinal fluke","Pathogen","Pathogen",NA,NA,NA,2,1
"446","Haplorchis sp.","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"447","north-eastern Thailand","Location","Location",NA,NA,"Location",3,1
"448","forest parks","Location","Location",NA,NA,"Location",3,1
"449","anthropogenically modified environments","Environment",NA,NA,NA,"Environment",2,1
"450","natural environments","Environment",NA,NA,NA,"Environment",2,1
"451","human-provided food","Food source","Resource",NA,NA,"Food",3,3
"452","foraging behaviour","Behavior",NA,NA,NA,"Behaviour",2,2
"453","parasite community","Community",NA,NA,NA,"Community",2,1
"454","helminth infection","Infection",NA,NA,NA,NA,1,1
"455","transmission of parasites","Transmission",NA,NA,NA,NA,1,1
"456","intensity","Intensity","Measurement",NA,NA,"Measurement",3,2
"457","Parasites","Pathogen",NA,"Pathogen","Pathogen type",NA,3,2
"458","sugar","Chemical","Flotation media","Material","Flotation medium","Substance",5,5
"459","zinc sulfate","Chemical","Flotation media","Material","Flotation medium","Substance",5,5
"460","bright-field microscopy","Method","Technique","Process","Detection method","Method",5,4
"461","phase microscopy","Method","Technique","Process","Detection method","Method",5,4
"462","ELISAs","Method",NA,NA,"Detection method",NA,2,2
"463","81%","Percentage","Proportion",NA,NA,"Proportion",3,2
"464","8%","Percentage",NA,"Proportion of harp seals","Proportion",NA,3,3
"465","wet season","Season","Season","Season","Season","Season",5,1
"466","dry season","Season","Season","Season","Season","Season",5,1
"467","DNA","Biological material",NA,NA,NA,NA,1,1
"468","Giardia duodenalis","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"469","G. lamblia","Pathogen","Synonym","Pathogen","Synonym","Pathogen",5,2
"470","G. intestinalis","Pathogen","Synonym","Pathogen","Synonym","Pathogen",5,2
"471","human settlements","Location","Location","Location","Environment","Location",5,2
"472","people","Host","Host","Host","Host","Host",5,1
"473","domestic animals","Host","Host","Host","Host","Host",5,1
"474","howler monkey","Common name","Common name",NA,NA,"Common name",3,1
"475","spider monkey","Common name","Common name",NA,NA,"Common name",3,1
"476","intestine","Organ",NA,NA,NA,NA,1,1
"477","parasite","Pathogen",NA,NA,"Pathogen","Pathogen",3,1
"478","host","Host","Entity",NA,"Host","Host",4,2
"479","environmental factor","Environmental factor",NA,NA,NA,NA,1,1
"480","species richness","Parasite species richness",NA,NA,"Measurement","Measurement",3,2
"481","tropical dry forest","Habitat","Environment",NA,"Environment","Environment",4,2
"482","Costa Rica","Location","Location","Location","Location","Location",5,1
"483","season","Season",NA,NA,NA,NA,1,1
"484","infectious disease","Disease",NA,NA,NA,"Disease",2,1
"485","endangered primate","Conservation concern",NA,NA,NA,NA,1,1
"486","conservation strategy","Conservation strategy",NA,NA,NA,NA,1,1
"487","protected area","Protected area",NA,NA,NA,NA,1,1
"488","host traits","affects",NA,NA,NA,"Property",2,2
"489","environmental factors","affects",NA,NA,NA,"Property",2,2
"490","chacma baboons","Common name","Host","Common name","Common name","Common name",5,2
"491","Papio ursinus","Host","Host","Host","Host","Host",5,1
"492","gastrointestinal parasites","Pathogen",NA,"Pathogen","Pathogen",NA,3,1
"493","662 fecal samples","Sample count",NA,NA,NA,NA,1,1
"494","86 individuals","Sampled population",NA,NA,NA,NA,1,1
"495","two groups","Group count","Number of groups",NA,NA,NA,2,2
"496","two dry seasons","Sampling period","Time period",NA,NA,NA,2,2
"497","desert population","Population type","Location",NA,"Location","Environment",4,3
"498","body condition","Individual-level factor","Individual characteristic","Host characteristic","Individual characteristic","Property",5,4
"499","social rank","Individual-level factor","Individual characteristic","Host characteristic","Individual characteristic","Property",5,4
"500","day range","Group-level factor","Behavior",NA,NA,"Behavior",3,2
"501","temperature","Population-level factor","Environmental factor","Environmental factor","Environmental factor","Environmental factor",5,2
"502","rainfall","Population-level factor","Environmental factor","Environmental factor","Environmental factor","Environmental factor",5,2
"503","home range productivity","Group-level factor","Environmental factor","Behavioral factor","Environmental factor","Environmental factor",5,3
"504","mixed models","Statistical method",NA,"Method",NA,"Method",3,2
"505","global mixed model","Statistical method",NA,"Method",NA,"Method",3,2
"506","convex relationship","Relationship type","Relationship","Relationship type",NA,NA,3,2
"507","positive correlation","Relationship type",NA,NA,NA,NA,1,1
"508","Phocascaris cystophorae","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"509","Cystophora cristata","Host","Host","Host","Host",NA,4,1
"510","hooded seal","Common name","Common name",NA,"Common name","Common name",4,1
"511","Scanning electron microscopy","Technique","Technique","Technique","Technique","Technique",5,1
"512","excretory pore","Morphological feature","Anatomical feature",NA,"Anatomical structure",NA,3,3
"513","interlabia knobs","Morphological feature","Anatomical feature",NA,"Anatomical structure",NA,3,3
"514","lips","Morphological feature","Anatomical feature",NA,"Anatomical structure",NA,3,3
"515","adjacent structures","Morphological feature","Anatomical feature",NA,"Anatomical structure",NA,3,3
"516","caudal papillae","Morphological feature","Anatomical feature",NA,"Anatomical structure",NA,3,3
"517","papilla-like structures","Morphological feature","Anatomical feature",NA,"Anatomical structure",NA,3,3
"518","Contracaecum osculatum","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"519","phocid seals","Host","Host",NA,"Host",NA,3,1
"520","protozoa","Pathogen",NA,NA,"Pathogen type","Pathogen",3,2
"521","feces","Tissue","Tissue","Tissue","Tissue","Biological material",5,2
"522","western Arkansas","Location","Location","Location","Location",NA,4,1
"523","west-central Arkansas","Location","Location",NA,NA,"Location",3,1
"524","March 2005","Date","Date","Date","Date","Date",5,1
"525","January 2007","Date","Date","Date","Date","Date",5,1
"526","29","Number of individuals",NA,NA,"Number of years covered by the study",NA,2,2
"527","82","Number of samples","Number of samples","Number of fecal samples","Number of samples",NA,4,2
"528","4.1","Mean","Mean number of species per individual",NA,"Mean number of species per individual","Number of species per individual",4,3
"529","2.1","Standard deviation","Standard deviation",NA,"Standard deviation of species per individual","Standard deviation",4,2
"530","chamois","Common name","Common name","Host","Common name","Common name",5,2
"531","gastrointestinal helminths","Pathogen","Pathogen",NA,"Pathogen","Pathogen",4,1
"532","lung helminths","Pathogen","Pathogen",NA,"Pathogen","Pathogen",4,1
"533","male biased parasitism","Parasitism type",NA,NA,"Phenomenon","Concept",3,3
"534","life history strategy","Biological process","Characteristic",NA,"Biological concept","Concept",4,4
"535","sex-associated hormones","Hormone","Hormone",NA,NA,NA,2,1
"536","immunocompetence","Biological process","Property",NA,NA,"Property",3,2
"537","free-ranging chamois","Host",NA,NA,NA,NA,1,1
"538","gastrointestinal eggs","Parasite stage","Pathogen",NA,"Parasite stage","Measurement",4,3
"539","lungworm larvae","Parasite stage","Pathogen",NA,"Parasite stage",NA,3,2
"540","androgen metabolites","Hormone",NA,NA,NA,NA,1,1
"541","testosterone","Hormone","Hormone",NA,"Hormone","Chemical",4,2
"542","epiandrosterone","Hormone","Hormone",NA,"Hormone","Chemical",4,2
"543","cortisol","Hormone","Hormone",NA,"Hormone","Chemical",4,2
"544","oestrogen metabolites","Hormone",NA,NA,"Hormone",NA,2,1
"545","enzyme immunoassays (EIA)","Method",NA,NA,NA,NA,1,1
"546","non-invasive methods","Method","Method",NA,NA,"Method",3,1
"547","year","Duration","Duration",NA,"Duration","Duration",4,1
"548","seasonal patterns","Seasonal variation","Pattern",NA,"Environmental pattern","Pattern",4,3
"549","hormone levels","Biological measurement","Measurement",NA,"Physiological measurement","Measurement",4,3
"550","parasite counts","Biological measurement","Measurement",NA,"Physiological measurement","Measurement",4,3
"551","faecal output","Biological measurement",NA,NA,NA,"Measurement",2,2
"552","sex differences","Biological variation",NA,NA,NA,NA,1,1
"553","male biased parasitism (MBP)","Parasitism type",NA,NA,NA,NA,1,1
"554","sex-related hormone levels","Hormone level",NA,NA,NA,NA,1,1
"555","six counties","Location",NA,NA,NA,NA,1,1
"556","southern Florida","Location","Location",NA,NA,"Location",3,1
"557","1978","Year",NA,NA,"Year","Year",3,1
"558","treated with anthelmintics","Treatment group",NA,NA,NA,NA,1,1
"559","untreated","Control group",NA,NA,NA,NA,1,1
"560","nine species of helminths","Pathogen",NA,"Number of species",NA,NA,2,2
"561","one trematode","Pathogen",NA,NA,NA,NA,1,1
"562","six nematodes","Pathogen",NA,NA,NA,NA,1,1
"563","two cestodes","Pathogen",NA,NA,NA,NA,1,1
"564","Alaria marcianae","Pathogen",NA,"Pathogen","Pathogen",NA,3,1
"565","Spirometra mansonoides","Pathogen",NA,"Pathogen","Pathogen",NA,3,1
"566","Ancylostoma pluridentatum","Pathogen",NA,"Pathogen","Pathogen",NA,3,1
"567","Ancylostoma caninum","Pathogen",NA,"Pathogen","Pathogen",NA,3,1
"568","Taenia omissa","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"569","Mesocestoides sp.","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"570","91%","Prevalence",NA,"Proportion of individuals infected",NA,NA,2,2
"571","89%","Prevalence",NA,"Proportion of individuals infected",NA,NA,2,2
"572","helminth faunas","Pathogen community","Collection",NA,NA,NA,2,2
"573","anthelmintic treatment","Treatment",NA,NA,NA,NA,1,1
"574","< or =6 mo PT","Time period",NA,NA,NA,"Duration",2,2
"575","6 to 9 mo PT","Time period",NA,NA,NA,NA,1,1
"576",">9 mo PT","Time period",NA,NA,NA,"Duration",2,2
"577","parasite misidentification","Error",NA,NA,NA,"Event",2,2
"578","Lungworms","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"579","Filaroides osleri","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"580","Capillaria aerophila","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"581","Coyotes","Host",NA,"Common name","Common name",NA,3,2
"582","Great Plains","Location","Location","Location","Location",NA,4,1
"583","Oklahoma","Location","Location","Location","Location","Location",5,1
"584","Colorado","Location","Location","Location","Location","Location",5,1
"585","Wyoming","Location","Location","Location","Location","Location",5,1
"586","Iowa","Location","Location","Location","Location","Location",5,1
"587","South Dakota","Location","Location","Location","Location","Location",5,1
"588","Nebraska","Location","Location","Location","Location","Location",5,1
"589","Kansas","Location","Location","Location","Location","Location",5,1
"590","Cysts","Disease manifestation",NA,"Structure",NA,NA,2,2
"591","Excess mucus","Disease manifestation",NA,NA,NA,NA,1,1
"592","17%","Prevalence","Proportion of coyotes with F. osleri cysts",NA,NA,"Proportion of coyotes infected with F. osleri",3,3
"593","38%","Prevalence","Proportion of coyotes with C. aerophila infections",NA,NA,"Proportion of coyotes infected with C. aerophila",3,3
"594","49%","Prevalence","Proportion of coyotes with at least one lungworm species",NA,NA,"Proportion of coyotes infected with at least one species of lungworm",3,3
"595","6%","Prevalence",NA,NA,NA,NA,1,1
"596","68","Number of infected hosts","Number of coyotes with F. osleri cysts",NA,NA,"Number of coyotes infected with F. osleri",3,3
"597","195","Number of infected hosts","Number of coyotes with at least one lungworm species",NA,NA,"Number of coyotes infected with at least one species of lungworm",3,3
"598","395","Total number of hosts examined","Number of individuals examined",NA,NA,"Number of coyotes examined",3,3
"599","Helminth fauna","Pathogen group","Topic","Disease",NA,NA,3,3
"600","Eurasian lynx","Common name","Common name","Common name","Common name",NA,4,1
"601","Estonia","Location","Location","Location","Location","Location",5,1
"602","37","Number of carcasses","Number of carcasses",NA,"Number of carcasses",NA,3,1
"603","carcasses","Sample type",NA,NA,NA,"Animal source",2,2
"604","1999-2001","Time period","Time period","Time period","Time period","Time period",5,1
"605","3%","Prevalence",NA,NA,NA,"Proportion",2,2
"606","Taenia taeniaeformis","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"607","Toxocara cati","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"608","68%","Prevalence","Prevalence",NA,"Prevalence","Proportion",4,2
"609","Trichinella spp.","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"610","22%","Prevalence",NA,NA,"Prevalence",NA,2,1
"611","host age","Host characteristic",NA,NA,NA,"Property",2,2
"612","older male lynx","Host demographic",NA,NA,NA,NA,1,1
"613","younger male lynx","Host demographic",NA,NA,NA,NA,1,1
"614","61","Number of fecal samples","Number of fecal samples",NA,"Number of fecal samples",NA,3,1
"615","snow tracking","Sampling method",NA,NA,NA,"Process",2,2
"616","T. cati","Pathogen",NA,NA,NA,NA,1,1
"617","38","Number of positive samples","Number of samples with T. cati eggs","Number of samples with T. cati",NA,NA,3,3
"618","Capillaria spp.","Pathogen","Pathogen","Pathogen",NA,NA,3,1
"619","8","Number of positive samples",NA,NA,NA,"Number of individuals infected",2,2
"620","ADV","Pathogen","Pathogen","Abbreviation",NA,"Pathogen",4,2
"621","Navarra","Location","Location","Location","Location","Location",5,1
