"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"374","1:100","Measurement","Strain","Dilution ratio",NA,"Ratio",4,4
"375","30%","Measurement","Percentage","Percentage","Percentage","Percentage",5,2
"376","7%","Measurement","Percentage","Percentage","Percentage","Percentage",5,2
"377","acute febrile illness","Disease","Leptospirosis",NA,NA,"Disease",3,2
"378","Mycoplasma alligatoris sp. nov.","species","Bacteria",NA,"Bacterium species","Bacteria",4,3
"379","American alligators","American alligator","Animal","Mammal subspecies","Species","Animal",5,4
"380","Alligator mississippiensis","species","Animal","Species","Species","Species",5,3
"381","multiple tissues","anatomical structure",NA,NA,"Anatomical Structure",NA,2,2
"382","biochemical, serological and molecular genetic characterizations","method",NA,NA,NA,NA,1,1
"383","lethal","Attribute",NA,NA,"Pathogenicity","Pathogen characteristic",3,3
"384","A21JP2T (ATCC 700619T)","strain",NA,NA,NA,NA,1,1
"385","indirect fluorescent antibody test","diagnostic test","Diagnostic test",NA,NA,"DiagnosticTest",3,3
"386","544","Number of samples","Number of deer","Number of deer",NA,"Number of deer",4,2
"387","1269","Figure","Number of deer","Number",NA,"Number of deer",4,3
"388","43%","Prevalence","Percentage","Percentage",NA,"Percentage",4,2
"389","southerly latitude","Geographic Location",NA,NA,NA,"Geographical Location",2,2
"390","low elevation","geographic location","Geographic Feature",NA,NA,"Geographical Feature",3,3
"391","milder climatic conditions","climatic condition","Environmental Factor",NA,NA,"Climate",3,3
"392","Arkansas","Geographic Region","US State","US State","AdministrativeRegion",NA,4,3
"393","Florida","state",NA,NA,"AdministrativeRegion",NA,2,2
"394","Illinois","Geographic location","US State","AdministrativeDivision","AdministrativeRegion","State",5,5
"395","Kentucky","Location","US State","US State","AdministrativeRegion","State",5,4
"396","Maryland","GeographicRegion","US State","US State","AdministrativeRegion","State",5,4
"397","Massachusetts","US State","US State","US State","AdministrativeRegion","State",5,3
"398","Mississippi","Geographic Region","US State","US State","AdministrativeRegion","State",5,4
"399","Missouri","State","US State","US State","AdministrativeRegion","State",5,3
"400","South Carolina","State","Geographic Location","Administrative Division","AdministrativeRegion","Geopolitical Entity",5,5
"401","Tennessee","Geographic Region","US State","US State","AdministrativeRegion","State",5,4
"402","Virginia","Species","US State","US State","AdministrativeRegion",NA,4,3
"403","West Virginia","Geographic Region","US State","Administrative Division","AdministrativeRegion","State",5,5
"404","84 counties","GeographicRegion",NA,NA,NA,"GeographicalLocation",2,2
"405","Brucella sp.","bacterium","Bacteria","Bacterium","Bacterium","Bacterium",5,3
"406","marine mammals","Host",NA,"Host","Host","Host",4,1
"407","pinnipeds","Host","Host","Host","Host","Host",5,1
"408","cetaceans","Host","Host","Host","Host","Host",5,1
"409","harbor seals","Host","Host","Mammal","Host","Animal species",5,3
"410","Phoca vitulina","Host","Host","Host","Host","Host",5,1
"411","harp seals","Host","Host","Harp Seal (Phoca groenlandica)","Host","Animal Species",5,3
"412","Phoca groenlandica","Host","Host","Host","Host","Host",5,1
"413","Rhode Island","State","Geographical Location","US State","AdministrativeRegion","Geopolitical Entity",5,5
"414","119","Reference number",NA,"Case number",NA,"Page number",3,3
"415","1985 to 2000","Time Period",NA,NA,NA,NA,1,1
"416","brucellosis card test","Test method","Test","Test","Diagnostic Test","Test",5,3
"417","buffered acidified plate antigen test","Test method","Test","Test","Diagnostic Test","Test",5,3
"418","rivanol test","Test method",NA,"Test","Laboratory Test","Test",4,3
"419","lymphoid tissues","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"420","visceral tissues","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"421","axillary lymph nodes","Lymph node","Tissue","Tissue","Tissue","Tissue",5,2
"422","inguinal lymph nodes","Lymph node","Tissue","Tissue","Tissue","Tissue",5,2
"423","prescapular lymph nodes","Lymph node","Tissue","Tissue","Tissue","Tissue",5,2
"424","3 of 21 (14%)","Prevalence",NA,NA,NA,NA,1,1
"425","4 of 53 (8%)","Prevalence",NA,NA,NA,NA,1,1
"426","2 of 4 (50%)","Prevalence",NA,NA,NA,NA,1,1
"427","3 of 9 (33%)","Prevalence",NA,NA,NA,NA,1,1
"428","no gross or histopathologic changes","Finding",NA,NA,NA,NA,1,1
"429","Mycobacterium avium subsp. paratuberculosis","bacterium subspecies","Bacterium","Bacterial pathogen","Bacterium","Bacteria",5,4
"430","MAP","Bacterium",NA,NA,NA,NA,1,1
"431","brown bear","Host",NA,"Mammal",NA,NA,2,2
"432","Ursus arctos","Host","Host","Species of bear","Species","Animal species",5,4
"433","National Park Low Tatras","National Park","Protected Area","Protected Area","Protected Area","Geographical Location",5,3
"434","central European Carpathians","mountain range","Geographic Location","Mountain range","Mountain Range","Geographical Location",5,5
"435","Slovakia","country","Country","Country","Country","Country",5,2
"436","intestinal mucosa","Anatomical structure","Anatomical Structure","Tissue","Anatomical Structure","Anatomical Structure",5,3
"437","mycobacterial infections","Disease",NA,NA,NA,NA,1,1
"438","paratuberculosis","bacterium subspecies","Disease","Disease","Disease","Disease",5,2
"439","Ziehl-Neelsen staining","staining technique","Method","Microbiological staining technique","Laboratory_test","Method",5,4
"440","polymerase chain reaction (PCR)","Diagnostic Technique",NA,"molecular biology technique",NA,NA,2,2
"441","IS900","Genetic Marker","Insertion Sequence","Insertion Sequence","Insertion Sequence","Insertion Sequence",5,2
"442","RFLP type B-C1","strain identifier","Bacterial Strain","Microbial strain","Mycobacterium avium subsp. paratuberculosis strain","Mycobacterium avium subspecies paratuberculosis strain",5,5
"443","cattle","Host","Host","domesticated mammal","Domestic Animal",NA,4,3
"444","isolation","Event",NA,NA,NA,"Biological sample collection",2,2
"445","detection","Event",NA,NA,NA,NA,1,1
"446","Salmonella spp.","bacterium","Bacterial species","Bacterial species","Bacterium","Bacterial genus",5,4
"447","Salmonella enterica","pathogen","Bacterial Species","Bacterium","Bacterium","Bacterium",5,3
"448","western gull","Host","Bird",NA,"Species","Animal",4,4
"449","Larus occidentalis","Host","Host","Host","Host","hosts",5,2
"450","Papio anubis","species",NA,NA,NA,NA,1,1
"451","baboons","Species","Primate",NA,"Primate species",NA,3,3
"452","Cercopithecus aethiops","species",NA,NA,NA,NA,1,1
"453","vervets","Monkey",NA,NA,NA,NA,1,1
"454","Ethiopia","Country","Country","Country","Country","Geopolitical Entity",5,2
"455","Rift Valley","Geographical region","Geographic Region","Geographical Region","Geographic Region","Geographical region",5,3
"456","59 faecal samples","faecal sample",NA,NA,NA,NA,1,1
"457","41 faecal samples","Faecal Sample",NA,NA,NA,NA,1,1
"458","Ziehl-Neelsen method","Laboratory technique",NA,NA,NA,"Diagnostic technique",2,2
"459","long-tailed macaques","Host","Primate",NA,NA,"Animal Species",3,3
"460","Macaca fascicularis","Host","Host","Host","Host","Species",5,2
"461","Humans","Host",NA,"Host","Host",NA,3,1
"462","Parasites","Biological Organism",NA,NA,NA,NA,1,1
"463","black howler monkeys","host","hosts","Host","Organism",NA,4,4
"464","Alouatta pigra","species",NA,"Host","Species","hosts",4,4
"465","ecological web","food web",NA,"Ecosystem",NA,"ecological concept",3,3
"466","ecosystem health","ecological concept","Ecological concept","Environmental Health Concept",NA,"Ecological Indicator",4,4
"467","283","Parasite","Parasite","Integer",NA,"Parasite",4,2
"468","quantitative centrifugation concentration","Technique",NA,NA,NA,NA,1,1
"469","sugar","chemical compound","nutrient",NA,NA,"Substance",3,3
"470","zinc sulfate","Chemical Compound","Chemical compound",NA,NA,"Substance",3,3
"471","bright-field microscopy","Technique","Technique",NA,NA,"Method",3,2
"472","phase microscopy","Technique","Technique",NA,NA,"Method",3,2
"473","ELISAs","Technique",NA,NA,NA,NA,1,1
"474","Controrchis biliophilus","Trematode","Trematode","Fasciola (trematode) species","Trematode","Parasite",5,3
"475","Dicrocoeliidae","Family of parasitic flatworms (Trematoda)","Family of parasitic flatworms",NA,"Family","Family",4,3
"476","Trypanoxyuris minutus","species","Nematode parasite","Trypanoxyuris minutus (Nematode, parasitic worm)","Nematode","Parasitic Nematode",5,5
"477","Oxyuridae","Parasitic nematode family","Family of parasitic nematodes",NA,"Family","Family",4,3
"478","Hexamitidae","Family","Family of parasitic protozoa",NA,"Family","Family",4,2
"479","Entamoeba sp.","Parasite","Parasite",NA,NA,"Parasite",3,1
"480","Endamoebidae","Family","Family of amoeboid parasites",NA,"Family","Family",4,2
"481","81%","Prevalence","Percentage",NA,"Prevalence","Prevalence rate",4,3
"482","8%","Prevalence","Percentage","Percentage",NA,"Percentage",4,2
"483","27%","Prevalence","Percentage",NA,"Prevalence","Percentage",4,2
"484","40%","Prevalence rate","Percentage",NA,"Prevalence","Percentage",4,3
"485","DNA extraction","Biological process",NA,NA,NA,NA,1,1
"486","Giardia sp.-positive fecal samples","Biological sample",NA,NA,NA,NA,1,1
"487","Controrchis sp.","Parasitic nematode","Parasitic worm","Nematode species","Trematode species","Parasite",5,5
"488","Trypanoxyuris sp.","Genus","Nematode parasite","Species of parasitic worm","Parasitic nematode species","Parasite",5,5
"489","Ateles geoffroyi","hosts","Species","Species","Species","Host",5,3
"490","howler monkey","species","Animal",NA,NA,"Animal",3,2
"491","spider monkey","Ateles geoffroyi","Ateles geoffroyi",NA,NA,"Animal",3,2
"492","Costa Rica","Ecoregion","Geographical Location","Country","Country","Geopolitical Entity",5,4
"493","tropical dry forest","tropical dry forest","Biome",NA,"Ecosystem","Ecosystem",4,3
"494","species richness","Measurement",NA,NA,NA,NA,1,1
"495","host traits","Property",NA,NA,NA,"Property",2,1
"496","reproductive status","Property","Host trait",NA,"Host trait","Property",4,2
"497","social status","Property","Host trait",NA,"Host trait","Property",4,2
"498","host population density","Measurement","Population Density",NA,"Host trait","Property",4,4
"499","humidity","climatic factor","Environmental Factor",NA,"Numerical_Value","Property",4,4
"500","conservation strategies","Conservation Strategy",NA,NA,"Wildlife Conservation Plan","Conservation Planning",3,3
"501","infectious diseases","parasitic diseases","Disease category",NA,"Disease Class","Disease",4,4
"502","parasite","Biological Organism",NA,"Filarial parasite","Eukaryotic parasite",NA,3,3
"503","host","Host","Organism",NA,NA,"Host",3,2
"504","chacma baboons","Host","Host","Mammal","Species","Animal Species",5,4
"505","Papio ursinus","Host","Host","Species","Species","Host",5,2
"506","rainfall","Climatic factor","Environmental Factor","Environmental Factor","Environmental Factor","Environmental Factor",5,2
"507","temperature","Physical Quantity","Environmental variable","Environmental parameter","Environmental factor","Environmental Factor",5,5
"508","body condition","Physiological condition","Physiological state","Host characteristic","PhysiologicalState","Property",5,5
"509","social rank","Social factor","Individual-level social status","Host characteristic","BiologicalAttribute","Property",5,5
"510","ranging behavior","Behavior","Animal behavior","Behavioral pattern","Behavioral Trait","Behavioral Trait",5,4
"511","home range productivity","ecological factor","Ecological metric","Ecological metric","Ecological attribute","Ecological Measure",5,4
"512","day range","ecological feature","Entity","Temporal interval","Biological Attribute","Biological parameter",5,5
"513","mixed models","statistical mixed models",NA,"Statistical model",NA,"Statistical models",3,3
"514","dataset","biological dataset",NA,NA,NA,NA,1,1
"515","dry seasons","Environmental factor",NA,"Period of time",NA,"Temporal Period",3,3
"516","desert population","Population","Population of chacma baboons",NA,"Wildlife Population","Geographic Population",4,4
"517","spatial scales","spatial scale",NA,NA,NA,NA,1,1
"518","population level","Analytical scale",NA,NA,NA,NA,1,1
"519","group level","Analytical scale",NA,NA,NA,NA,1,1
"520","individual level","Analytical scale",NA,NA,NA,NA,1,1
"521","effect size","statistical measure",NA,"statistical measure",NA,"Biological Measure",3,2
"522","Phocascaris cystophorae Berland, 1964","species",NA,NA,NA,"Parasitic Nematode",2,2
"523","Nematoda","Phylum","Phylum","Phylum","Phylum","Phylum",5,1
"524","Anisakidae","Family","Family","Biological Family (Nematoda)","Family","Family",5,2
"525","hooded seal","species","Animal",NA,"Species","Animal",4,3
"526","Cystophora cristata","Species","Host","Mammal","Species","Animal species",5,4
"527","Scanning electron microscopy (SEM)","Imaging Technique",NA,NA,NA,NA,1,1
"528","surface morphological characteristics","Morphological Characteristic",NA,NA,NA,NA,1,1
"529","excretory pore","anatomical structure","nematode anatomical structure",NA,"Anatomical structure","Structure",4,4
"530","interlabia knobs","Anatomical structure","Anatomical structures of a nematode",NA,"Anatomical structure","Structure",4,3
"531","lips and adjacent structures","Anatomical structure",NA,NA,NA,NA,1,1
"532","caudal papillae and papilla-like structures","Anatomical structure",NA,NA,NA,NA,1,1
"533","Phocascaris","Genus","Genus","Species of Nematode","Species","Genus",5,3
"534","Contracaecum osculatum (sensu lato)","Nematode species",NA,NA,NA,"Nematode species",2,1
"535","phocid seals","Host","Host",NA,"Organism","Animal",4,3
"536","eastern spotted skunks","animal",NA,NA,"Species",NA,2,2
"537","Spilogale putorius","species","Animal","Species","Species","Host",5,4
"538","Protozoa","Parasite",NA,"Parasite",NA,NA,2,1
"539","western Arkansas","geographic location","Geographic Location","Geographic Region","GeographicRegion",NA,4,4
"540","west-central Arkansas","Region","Geographic Location",NA,"Region","Geographical Location",4,3
"541","March 2005 to January 2007","Time Period",NA,NA,NA,NA,1,1
"542","29","Number",NA,NA,"Quantity",NA,2,2
"543","82","Number","Fecal samples","Number of Fecal Samples","Count",NA,4,4
"544","4.1 +/- 2.1","parasite count",NA,"Measurement of uncertainty in a numerical value",NA,NA,2,2
"545","endoparasite community","parasite community",NA,NA,NA,NA,1,1
"546","ecology of the species","species ecology",NA,NA,NA,NA,1,1
"547","chamois","species","Animal",NA,"Species","Animal species",4,4
"548","Rupicapra rupicapra rupicapra","species","Species","Species","Species","Host",5,3
"549","gastrointestinal helminths","gastrointestinal helminths","Parasite","Gastrointestinal Parasite","Parasite","Parasite",5,3
"550","lungworm larvae","parasite","Parasite",NA,"Parasitic Larva","Parasite",4,3
"551","steroid hormone","hormone",NA,NA,NA,NA,1,1
"552","testosterone","steroid hormone","Hormone","Hormone","Hormone","Chemical",5,3
"553","epiandrosterone","steroid hormone","Androgen metabolite","Steroid hormone metabolite","Steroid hormone","Chemical",5,5
"554","cortisol","steroid hormone","Hormone","Hormone","Steroid hormone","Chemical",5,4
"555","oestrogen","steroid hormone","Hormone","Hormone",NA,"Chemical",4,3
"556","enzyme immunoassays (EIA)","laboratory technique",NA,NA,NA,NA,1,1
"557","non-invasive methods","method",NA,NA,NA,"Method",2,2
"558","one year","Time",NA,NA,NA,NA,1,1
"559","throughout a year","time period",NA,NA,NA,NA,1,1
"560","Gastrointestinal helminths","Helminth","Parasite","Helminth","Parasitic organism","Parasitic organism",5,3
"561","Florida panthers","species","Animal subspecies",NA,"Subspecies","Animal species",4,4
"562","Puma concolor coryi","Biological Organism","Subspecies","Subspecies","hosts","hosts",5,3
"563","Alaria marcianae","Trematode","Parasitic nematode","Helminth species","Species of parasitic flatworm","Parasitic Trematode",5,5
