"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"376","7%","Measurement","Percentage","Percentage",NA,NA,3,2
"377","acute febrile illness","Disease","Leptospirosis","Infectious disease",NA,"Disease",4,3
"378","Mycoplasma alligatoris sp. nov.","species","Bacteria","Bacterial species","Bacterium species","Bacteria",5,4
"379","American alligators","American alligator","Host",NA,NA,NA,2,2
"380","Alligator mississippiensis","species","Host","Species","Species","Species",5,3
"381","multiple tissues","anatomical structure",NA,NA,"Anatomical Structure",NA,2,2
"382","biochemical, serological and molecular genetic characterizations","method",NA,NA,NA,NA,1,1
"383","lethal","Attribute",NA,NA,NA,"Property",2,2
"384","A21JP2T (ATCC 700619T)","strain",NA,NA,NA,NA,1,1
"385","indirect fluorescent antibody test","diagnostic test","Diagnostic test","Diagnostic Test",NA,"DiagnosticTest",4,4
"386","544","Number of samples",NA,"Number of deer","Count","Number of deer",4,3
"387","1269","Figure",NA,"Number","Sample size","Number of deer",4,4
"388","43%","Prevalence",NA,NA,"Percentage","Percentage",3,2
"389","southerly latitude","Geographic Location",NA,"Geographic Coordinate",NA,"Geographical Location",3,3
"390","low elevation","geographic location","Geographic Feature","Topography",NA,"Geographical Feature",4,4
"391","milder climatic conditions","climatic condition","Environmental Factor","Environmental Condition",NA,"Climate",4,4
"392","Arkansas","Geographic Region","US State","US State","AdministrativeRegion",NA,4,3
"393","Florida","state",NA,NA,"AdministrativeRegion",NA,2,2
"394","Illinois","Geographic location","US State","AdministrativeDivision","AdministrativeRegion","State",5,5
"395","Kentucky","Location","US State","US State","AdministrativeRegion","State",5,4
"396","Maryland","GeographicRegion","US State","US State","AdministrativeRegion","State",5,4
"397","Massachusetts","US State","US State","US State","AdministrativeRegion","State",5,3
"398","Mississippi","Geographic Region","US State","US State","AdministrativeRegion","State",5,4
"399","Missouri","State","US State","US State","AdministrativeRegion","State",5,3
"400","South Carolina","State","Geographic Location","Administrative Division","AdministrativeRegion","Geopolitical Entity",5,5
"401","Tennessee","Geographic Region","US State","US State","AdministrativeRegion","State",5,4
"402","Virginia","Species","US State","US State","AdministrativeRegion","State",5,4
"403","West Virginia","Geographic Region","US State","Administrative Division","AdministrativeRegion","State",5,5
"404","84 counties","GeographicRegion",NA,NA,NA,NA,1,1
"405","Brucella sp.","bacterium","Bacteria","Bacterial species","Bacterium","Bacterium",5,4
"406","marine mammals","Host","Host","Mammalia","Host","Organism",5,3
"407","pinnipeds","Host",NA,NA,NA,"Organism",2,2
"408","cetaceans","Host","Host","Mammalia","Mammal","Organism",5,4
"409","harbor seals","Host","Host","Mammal",NA,"Pinniped",4,3
"410","Phoca vitulina","Host","Host","Species of mammal","Host","Species",5,3
"411","harp seals","Host","Host","Harp Seal (Phoca groenlandica)",NA,"Animal",4,3
"412","Phoca groenlandica","Host","Host","Species of seal","Host","Animal species",5,3
"413","Rhode Island","State","Geographical Location","US State","AdministrativeRegion","Geopolitical Entity",5,5
"414","119","Reference number","Strain identifier","Case number","Sample ID","Page number",5,5
"415","1985 to 2000","Time Period",NA,NA,NA,NA,1,1
"416","brucellosis card test","Test method","Test","Test","Diagnostic test","Test",5,3
"417","buffered acidified plate antigen test","Test method","Test","Test","Diagnostic test","Test",5,3
"418","rivanol test","Test method",NA,"Test","Diagnostic test","Test",4,3
"419","lymphoid tissues","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"420","visceral tissues","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"421","axillary lymph nodes","Lymph node","Tissue","Tissue","Tissue","Tissue",5,2
"422","inguinal lymph nodes","Lymph node","Tissue","Tissue","Tissue","Tissue",5,2
"423","prescapular lymph nodes","Lymph node","Tissue","Tissue","Tissue","Tissue",5,2
"424","3 of 21 (14%)","Prevalence",NA,NA,NA,NA,1,1
"425","4 of 53 (8%)","Prevalence",NA,NA,NA,NA,1,1
"426","2 of 4 (50%)","Prevalence",NA,NA,NA,NA,1,1
"427","3 of 9 (33%)","Prevalence",NA,NA,NA,NA,1,1
"428","no gross or histopathologic changes","Finding",NA,NA,NA,NA,1,1
"429","Mycobacterium avium subsp. paratuberculosis","bacterium subspecies","Bacterium","Bacterial pathogen","Bacterium","Bacteria",5,4
"430","MAP","Bacterium",NA,NA,NA,NA,1,1
"431","brown bear","Host","Animal","Mammal","Organism","Animal",5,4
"432","Ursus arctos","Host","Animal Species","Species of bear","Species","Animal species",5,5
"433","National Park Low Tatras","National Park","Protected Area","Protected Area","Protected Area","Geographical Location",5,3
"434","central European Carpathians","mountain range","Geographic Region","Mountain range","Mountain Range","Geographical Location",5,5
"435","Slovakia","country","Country","Country","Country","Country",5,2
"436","intestinal mucosa","Anatomical structure","Anatomical Structure","gastrointestinal tissue","Anatomical Structure","Tissue",5,4
"437","mycobacterial infections","Disease",NA,NA,NA,NA,1,1
"438","paratuberculosis","bacterium subspecies","Disease","Disease","Disease","Disease",5,2
"439","Ziehl-Neelsen staining","staining technique","Method","Microbiological staining technique","Laboratory_test","Process",5,5
"440","polymerase chain reaction (PCR)","Diagnostic Technique","Laboratory Technique","Method",NA,NA,3,3
"441","IS900","Genetic Marker","Insertion Sequence","Insertion Sequence","Insertion Sequence","Insertion Sequence",5,2
"442","RFLP type B-C1","strain identifier","Bacterial Strain","Microbial strain","Mycobacterium avium subspecies paratuberculosis strain","Mycobacterium avium subspecies paratuberculosis strain",5,4
"443","cattle","Host",NA,NA,NA,NA,1,1
"444","isolation","Event",NA,NA,NA,NA,1,1
"445","detection","Event",NA,NA,NA,NA,1,1
"446","Salmonella spp.","bacterium","Bacterial species group","Bacterial species","Bacterium","Bacterial genus",5,5
"447","Salmonella enterica","pathogen","Bacterial Species","Bacterium","Bacterium species","Bacterium",5,4
"448","western gull","Host","Bird","Bird species","Species","Animal",5,5
"449","Larus occidentalis","Host","Host","Host","Host","hosts",5,2
"450","Papio anubis","species",NA,NA,NA,NA,1,1
"451","baboons","Species","Primate","Primate","Primate species",NA,4,3
"452","Cercopithecus aethiops","species",NA,NA,NA,NA,1,1
"453","vervets","Monkey",NA,NA,NA,NA,1,1
"454","Ethiopia","Country","Country","Country","Country","Geopolitical Entity",5,2
"455","Rift Valley","Geographical region","Geographic Region","Geographical Region","Geographic Region","Geographical region",5,3
"456","59 faecal samples","faecal sample",NA,NA,NA,NA,1,1
"457","41 faecal samples","Faecal Sample",NA,NA,NA,NA,1,1
"458","Ziehl-Neelsen method","Laboratory technique",NA,NA,"Laboratory technique",NA,2,1
"459","long-tailed macaques","Host",NA,NA,NA,NA,1,1
"460","Macaca fascicularis","Host","Primate","hosts","Species","Animal species",5,5
"461","Humans","Host",NA,NA,NA,NA,1,1
"462","Parasites","Biological Organism",NA,"Biological Organism","Organism","Organism",4,2
"463","black howler monkeys","host",NA,NA,NA,NA,1,1
"464","Alouatta pigra","species",NA,"Species","Species",NA,3,2
"465","ecological web","food web",NA,"Ecosystem",NA,"ecological concept",3,3
"466","ecosystem health","ecological concept",NA,"Environmental Health Concept",NA,"Ecological Indicator",3,3
"467","283","Parasite",NA,NA,NA,"Parasite",2,1
"468","quantitative centrifugation concentration","Technique",NA,NA,"Laboratory technique",NA,2,2
"469","sugar","chemical compound","Sucrose","Carbohydrate","chemical substance","Substance",5,5
"470","zinc sulfate","Chemical Compound","Chemical compound","Chemical substance","Chemical Substance","Substance",5,5
"471","bright-field microscopy","Technique","Technique","Process","Microscopy Technique","Process",5,3
"472","phase microscopy","Technique","Technique","Process","Microscopy Technique","Process",5,3
"473","ELISAs","Technique",NA,NA,NA,"Process",2,2
"474","Controrchis biliophilus","Trematode","Parasite","Fasciola (trematode) species","Trematode species","Parasite",5,4
"475","Dicrocoeliidae","Family of parasitic flatworms (Trematoda)","Family",NA,"Family","Family",4,2
"476","Trypanoxyuris minutus","species","Nematode","Trypanoxyuris minutus (Nematode, parasitic worm)","Nematode species","Parasitic nematode",5,5
"477","Oxyuridae","Parasitic nematode family","Family",NA,"Family","Family",4,2
"478","Hexamitidae","Family","Family",NA,"Family","Family",4,1
"479","Entamoeba sp.","Parasite","Parasite",NA,NA,"Parasite",3,1
"480","Endamoebidae","Family","Family",NA,"Family","Family",4,1
"481","81%","Prevalence",NA,NA,"Prevalence","Prevalence rate",3,2
"482","8%","Prevalence","Percentage","Percentage",NA,"Percentage",4,2
"483","27%","Prevalence","Percentage",NA,"Prevalence","Percentage",4,2
"484","40%","Prevalence rate",NA,NA,"Prevalence","Percentage",3,3
"485","DNA extraction","Biological process",NA,NA,NA,NA,1,1
"486","Giardia sp.-positive fecal samples","Biological sample",NA,NA,NA,NA,1,1
"487","Controrchis sp.","Parasitic nematode","Parasitic Trematode","Nematode species","Trematode species","Parasite",5,5
"488","Trypanoxyuris sp.","Genus","Nematode parasite","Species of parasitic worm","Parasitic nematode species","Parasite",5,5
"489","Ateles geoffroyi","hosts","Species","Species","Species","Species",5,2
"490","howler monkey","species","Primate",NA,NA,NA,2,2
"491","spider monkey","Ateles geoffroyi","Ateles geoffroyi",NA,NA,"Animal",3,2
"492","Costa Rica","Ecoregion","Geographic Location","Country","Country","Geopolitical Entity",5,4
"493","tropical dry forest","tropical dry forest","Biome","Ecosystem","Ecosystem","Ecosystem",5,3
"494","species richness","Measurement",NA,"Biological concept/Measure",NA,"Biological Diversity Metric",3,3
"495","host traits","Property",NA,NA,NA,NA,1,1
"496","reproductive status","Property",NA,NA,"Host trait","Host trait",3,2
"497","social status","Property",NA,NA,"Host trait","Host trait",3,2
"498","host population density","Measurement",NA,"Property","Host trait","Host trait",4,3
"499","humidity","climatic factor",NA,"Property","Environmental Factor","EnvironmentalFactor",4,4
"500","conservation strategies","Conservation Strategy",NA,"Environmental Conservation Plan","Wildlife Conservation Plan","Conservation Planning",4,4
"501","infectious diseases","parasitic diseases","Disease category",NA,"Disease Class","Disease",4,4
"502","parasite","Biological Organism","Pathogen","Helminth","Eukaryotic parasite",NA,4,4
"503","host","Host","Organism",NA,NA,NA,2,2
"504","chacma baboons","Host","Primate","Mammal","Species",NA,4,4
"505","Papio ursinus","Host","Species","Species","Species","Species",5,2
"506","rainfall","Climatic factor","Environmental Factor","Environmental Factor","ClimatologicalParameter","Environmental Factor",5,3
"507","temperature","Physical Quantity","Environmental variable","Environmental parameter","Environmental factor","Environmental Factor",5,5
"508","body condition","Physiological condition","Physiological state","Host characteristic","PhysiologicalState","Property",5,5
"509","social rank","Social factor","Individual-level social status","Host characteristic","BiologicalAttribute","Property",5,5
"510","ranging behavior","Behavior",NA,"Behavioral pattern","Behavioral Trait","Behavioral Trait",4,3
"511","home range productivity","ecological factor",NA,"Ecological metric","Ecological attribute","Ecological Measure",4,4
"512","day range","ecological feature","ecological variable","Host characteristic",NA,"Biological parameter",4,4
"513","mixed models","statistical mixed models",NA,"Statistical model",NA,"Statistical models",3,3
"514","dataset","biological dataset",NA,NA,NA,NA,1,1
"515","dry seasons","Environmental factor",NA,NA,NA,NA,1,1
"516","desert population","Population",NA,"Terrestrial animal population","Wildlife Population",NA,3,3
"517","spatial scales","spatial scale",NA,NA,NA,NA,1,1
"518","population level","Analytical scale","Ecological Level of Analysis",NA,NA,NA,2,2
"519","group level","Analytical scale","Ecological Level of Organization",NA,NA,NA,2,2
"520","individual level","Analytical scale","Level of biological organization",NA,NA,NA,2,2
"521","effect size","statistical measure",NA,NA,NA,"Biological Measure",2,2
"522","Phocascaris cystophorae Berland, 1964","species",NA,NA,NA,"Nematode species",2,2
"523","Nematoda","Phylum","Phylum","Phylum","Phylum",NA,4,1
"524","Anisakidae","Family","Family","Biological Family (Nematoda)","Family","Organism",5,3
"525","hooded seal","species","Animal","Mammal","Species","host organism",5,5
"526","Cystophora cristata","Species","Animal","Mammal","Species","Animal species",5,4
"527","Scanning electron microscopy (SEM)","Imaging Technique",NA,NA,NA,NA,1,1
"528","surface morphological characteristics","Morphological Characteristic",NA,"Biological structure characteristic",NA,"Property",3,3
"529","excretory pore","anatomical structure","nematode anatomical structure","Structure","Anatomical structure","Property",5,5
"530","interlabia knobs","Anatomical structure","Anatomical structures of a nematode","Structure","Anatomical structure","Property",5,4
"531","lips and adjacent structures","Anatomical structure",NA,NA,NA,"Property",2,2
"532","caudal papillae and papilla-like structures","Anatomical structure",NA,NA,NA,NA,1,1
"533","Phocascaris","Genus","Genus",NA,NA,"Organism",3,2
"534","Contracaecum osculatum (sensu lato)","Nematode species",NA,NA,NA,"Nematode species",2,1
"535","phocid seals","Host","Animal","Mammal","Organism.Host","Animal",5,4
"536","eastern spotted skunks","animal",NA,NA,NA,NA,1,1
"537","Spilogale putorius","species","Animal","Species","Species","Species",5,3
"538","Protozoa","Parasite",NA,"Parasite",NA,"Parasite",3,1
"539","western Arkansas","geographic location","Geographic Location","Geographic Region","GeographicRegion",NA,4,4
"540","west-central Arkansas","Region",NA,NA,NA,"Geographical Location",2,2
"541","March 2005 to January 2007","Time Period",NA,NA,NA,NA,1,1
"542","29","Number","Number of eastern spotted skunks","Number of individuals",NA,NA,3,3
"543","82","Number","Fecal samples","Number of Fecal Samples","Count",NA,4,4
"544","4.1 +/- 2.1","parasite count",NA,"Measurement of uncertainty in a numerical value",NA,NA,2,2
"545","endoparasite community","parasite community",NA,NA,"Parasite community",NA,2,2
"546","ecology of the species","species ecology",NA,NA,NA,NA,1,1
"547","chamois","species","Animal",NA,"Species","Animal species",4,4
"548","Rupicapra rupicapra rupicapra","species","Host","Species","Subspecies","Host",5,4
"549","gastrointestinal helminths","gastrointestinal helminths","Parasite","Gastrointestinal Parasite",NA,NA,3,3
"550","lungworm larvae","parasite","Parasite","Measurement",NA,"Parasite",4,3
"551","steroid hormone","hormone",NA,NA,NA,NA,1,1
"552","testosterone","steroid hormone","Organism","Hormone",NA,"Organism",4,3
"553","epiandrosterone","steroid hormone","Organism","Steroid hormone metabolite",NA,"Organism",4,3
"554","cortisol","steroid hormone","Organism","Hormone",NA,"Organism",4,3
"555","oestrogen","steroid hormone","Organism","Hormone",NA,"Organism",4,3
"556","enzyme immunoassays (EIA)","laboratory technique",NA,NA,NA,NA,1,1
"557","non-invasive methods","method",NA,NA,NA,"Process",2,2
"558","one year","Time",NA,NA,NA,NA,1,1
"559","throughout a year","time period",NA,NA,NA,NA,1,1
"560","Gastrointestinal helminths","Helminth","Parasite","Helminth",NA,"Parasitic organism",4,3
"561","Florida panthers","species",NA,NA,"Subspecies","Animal species",3,3
"562","Puma concolor coryi","Biological Organism","Subspecies","Host","Subspecies","hosts",5,4
"563","Alaria marcianae","Trematode","Helminth","Helminth species","Species of parasitic flatworm","Parasitic Trematode",5,5
"564","Spirometra mansonoides","tapeworm","Helminth","Helminth species","Tapeworm species","Parasitic helminth",5,5
"565","Ancylostoma pluridentatum","Parasitic nematode species","Nematode","Helminth species","Species of parasitic nematode worm","Parasitic nematode",5,5
